	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	H25	H26	H27	H28	H29	H30	H31	H32	H33	H34	H35	H36	H37	H38	H39	H40	H41	H42	H43	H44	H45	H46	H47	H48	H49	H50	H51	H52	H53	H54	H55	H56	H57	H58	H59	H60	H61	H62	H63	H64	H65	H66	H67	H68	H69	H70	H71	H72	H73	H74	H75	H76	H77	H78	H79	H80	H81	H82	H83	H84	H85	H86	H87	H88	H89	H90	H91	H92	H93	H94	H95	H96	H97	H98	H99	H100	H101	H102	H103	H104	H105	H106	H107	H108	H109	H110	H111	H112	H113	H114	H115	H116	H117	H118	H119	H120	H121	H122	H123	H124	H125	H126	H127	H128	H129	H130	H131	H132	H133	H134	H135	H136	H137	H138	H139	H140	H141	H142	H143	H144	H145	H146	H147	H148	H149	H150	H151	H152	H153	H154	H155	H156	H157	H158	H159	H160	H161	H162	H163	H164	H165	H166	H167	H168	H169	H170	H171	H172	H173	H174	H175	H176	H177	H178	H179	H180	H181	H182	H183	H184	H185	H186	H187	H188	H189	H190	H191	H192	H193	H194	H195	H196	H197	H198	H199	H200	H201	H202	H203	H204	H205	H206	H207	H208	H209	H210	H211	H212	H213	H214	H215	H216	H217	H218	H219	H220	H221	H222	H223	H224	H225	H226	H227	H228	H229
H193	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	0.867912	0.867912	0.770718	0.607855	0.670875	1	0.867912	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H194	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	0.867912	0.867912	0.770718	0.607855	0.732222	0.867912	1	0.815595	0.815595	0.867912	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H195	0.003999	0.631191	0.631191	0.085939	0.631191	0.464445	0.631191	0.541436	0.00343	0.398402	0.631191	0.631191	0.541436	0.631191	0.010037	0.464445	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.464445	0.541436	0.631191	0.631191	0.631191	0.398402	0.541436	0.631191	0.025193	0.464445	0.631191	0.541436	0.185036	0.631191	0.631191	0.464445	0.631191	0.631191	0.631191	0.631191	0.631191	0.541436	0.631191	0.541436	0.631191	0.631191	0.631191	0.482262	0.631191	0.631191	0.541436	0.073718	0.541436	0.00004	0.464445	0.631191	0.251467	0.464445	0.541436	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.815595	0.565595	0.815595	0.770718	0.253693	0.732222	0.815595	0.565595	0.815595	0.815595	0.770718	0.815595	0.815595	0.815595	0.770718	0.699201	0.541436	0.607855	0.398402	0.770718	0.670875	0.815595	0.770718	0.646577	0.770718	0.464445	0.631191	0.631191	0.631191	0.437385	0.464445	0.770718	0.631191	0.000003	0.215709	0.541436	0.592518	0.607855	0.770718	0.732222	0.815595	0.815595	0.815595	0.501999	0.510805	0.815595	0.815595	0.699201	0.770718	0.815595	0.815595	0.565595	0.592518	0.000003	0.770718	0.536859	0.50682	0.815595	0.625734	0.770718	0.732222	0.770718	0.550093	0.625734	0.770718	0.510805	0.770718	0.815595	0.815595	0.770718	0.815595	0.770718	0.815595	0.541436	0.631191	0.815595	0.815595	0.523265	0.505019	0.815595	0.815595	0.815595	0.607855	0.732222	0.531618	0.313243	0.631191	0.063236	0.437385	0.313243	0.482262	0.815595	0.732222	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.770718	0.770718	0.625734	0.770718	0.815595	0.699201	0.568077	0.732222	0.646577	0.815595	0.815595	0.815595	0.815595	0.815595	0.732222	0.592518	0.646577	0.815595	0.815595	1	0.770718	0.815595	0.815595	0.523265	0.225063	0.482262	0.398889	0.2924	0.482262	0.815595	0.482262	0	0.482262	0.625734	0.482262	0.398402	0.631191	0.293153	0.631191	0.398402	0.001172	0.631191	0.001367	0.631191	0.631191	0.631191	0.100185	0.631191	0.631191	0	0.293153	0.158724	0.631191	0.631191
H196	0.003999	0.631191	0.631191	0.085939	0.631191	0.464445	0.631191	0.541436	0.00343	0.398402	0.631191	0.631191	0.541436	0.631191	0.010037	0.464445	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.464445	0.541436	0.631191	0.631191	0.631191	0.398402	0.541436	0.631191	0.025193	0.464445	0.631191	0.541436	0.185036	0.631191	0.631191	0.464445	0.631191	0.631191	0.631191	0.631191	0.631191	0.541436	0.631191	0.541436	0.631191	0.631191	0.631191	0.482262	0.631191	0.631191	0.541436	0.073718	0.541436	0.00004	0.464445	0.631191	0.251467	0.464445	0.541436	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.631191	0.815595	0.565595	0.815595	0.770718	0.253693	0.732222	0.815595	0.565595	0.815595	0.815595	0.770718	0.815595	0.815595	0.815595	0.770718	0.699201	0.541436	0.607855	0.398402	0.770718	0.670875	0.815595	0.770718	0.646577	0.770718	0.464445	0.631191	0.631191	0.631191	0.437385	0.464445	0.770718	0.631191	0.000003	0.215709	0.541436	0.592518	0.607855	0.770718	0.732222	0.815595	0.815595	0.815595	0.501999	0.510805	0.815595	0.815595	0.699201	0.770718	0.815595	0.815595	0.565595	0.592518	0.000003	0.770718	0.536859	0.50682	0.815595	0.625734	0.770718	0.732222	0.770718	0.550093	0.625734	0.770718	0.510805	0.770718	0.815595	0.815595	0.770718	0.815595	0.770718	0.815595	0.541436	0.631191	0.815595	0.815595	0.523265	0.505019	0.815595	0.815595	0.815595	0.607855	0.732222	0.531618	0.313243	0.631191	0.063236	0.437385	0.313243	0.482262	0.815595	0.732222	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.815595	0.770718	0.770718	0.625734	0.770718	0.815595	0.699201	0.568077	0.732222	0.646577	0.815595	0.815595	0.815595	0.815595	0.815595	0.732222	0.592518	0.646577	0.815595	0.815595	0.770718	1	0.815595	0.815595	0.523265	0.225063	0.482262	0.398889	0.2924	0.482262	0.815595	0.482262	0	0.482262	0.625734	0.482262	0.398402	0.631191	0.293153	0.631191	0.398402	0.001172	0.631191	0.001367	0.631191	0.631191	0.631191	0.100185	0.631191	0.631191	0	0.293153	0.158724	0.631191	0.631191
H197	0.006335	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	0.867912	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	1	0.867912	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H198	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.534578	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.867912	0.617912	0.867912	0.815595	0.254305	0.770718	0.867912	0.617912	0.867912	0.867912	0.815595	0.867912	0.867912	0.867912	0.815595	0.732222	0.631191	0.625734	0.464445	0.815595	0.699201	0.867912	0.815595	0.670875	0.815595	0.541436	0.735824	0.735824	0.735824	0.482262	0.541436	0.815595	0.735824	0.000004	0.251467	0.631191	0.607855	0.625734	0.815595	0.770718	0.867912	0.867912	0.867912	0.502331	0.512597	0.867912	0.867912	0.732222	0.815595	0.867912	0.867912	0.617912	0.607855	0.000003	0.815595	0.542969	0.507951	0.867912	0.646577	0.815595	0.770718	0.815595	0.558396	0.646577	0.815595	0.512597	0.815595	0.867912	0.867912	0.815595	0.867912	0.815595	0.867912	0.631191	0.735824	0.867912	0.867912	0.527122	0.50585	0.867912	0.867912	0.867912	0.625734	0.770718	0.536859	0.337541	0.735824	0.073718	0.482262	0.337541	0.534578	0.867912	0.770718	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.867912	0.815595	0.815595	0.646577	0.815595	0.867912	0.732222	0.579362	0.770718	0.670875	0.867912	0.867912	0.867912	0.867912	0.867912	0.770718	0.607855	0.670875	0.867912	0.867912	0.815595	0.815595	0.867912	1	0.527122	0.234743	0.534578	0.437385	0.313243	0.534578	0.867912	0.534578	0	0.534578	0.646577	0.534578	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H199	0.000344	0.054244	0.054244	0.007385	0.054244	0.039914	0.054244	0.04653	0.000295	0.034238	0.054244	0.054244	0.04653	0.054244	0.000863	0.039914	0.054244	0.054244	0.054244	0.054244	0.054244	0.054244	0.039914	0.04653	0.054244	0.054244	0.054244	0.034238	0.04653	0.054244	0.002165	0.039914	0.054244	0.04653	0.015902	0.054244	0.054244	0.039914	0.054244	0.054244	0.054244	0.054244	0.054244	0.04653	0.054244	0.04653	0.054244	0.054244	0.054244	0.193788	0.054244	0.054244	0.04653	0.006335	0.04653	0.000003	0.039914	0.054244	0.021611	0.039914	0.04653	0.054244	0.054244	0.054244	0.054244	0.054244	0.054244	0.054244	0.054244	0.527122	0.277122	0.527122	0.523265	0.250317	0.519957	0.527122	0.277122	0.527122	0.527122	0.523265	0.527122	0.527122	0.527122	0.523265	0.517119	0.04653	0.509269	0.034238	0.523265	0.514685	0.527122	0.523265	0.512597	0.523265	0.039914	0.054244	0.054244	0.054244	0.189932	0.039914	0.523265	0.054244	0	0.018538	0.04653	0.507951	0.509269	0.523265	0.519957	0.527122	0.527122	0.527122	0.500172	0.500929	0.527122	0.527122	0.517119	0.523265	0.527122	0.527122	0.277122	0.507951	0	0.523265	0.503168	0.500586	0.527122	0.510805	0.523265	0.519957	0.523265	0.504305	0.510805	0.523265	0.500929	0.523265	0.527122	0.527122	0.523265	0.527122	0.523265	0.527122	0.04653	0.054244	0.527122	0.527122	0.501999	0.500431	0.527122	0.527122	0.527122	0.509269	0.519957	0.502717	0.179263	0.054244	0.005434	0.189932	0.179263	0.193788	0.527122	0.519957	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.527122	0.523265	0.523265	0.510805	0.523265	0.527122	0.517119	0.50585	0.519957	0.512597	0.527122	0.527122	0.527122	0.527122	0.527122	0.519957	0.507951	0.512597	0.527122	0.527122	0.523265	0.523265	0.527122	0.527122	1	0.171685	0.193788	0.186623	0.177472	0.193788	0.527122	0.193788	0	0.193788	0.510805	0.193788	0.034238	0.054244	0.025193	0.054244	0.034238	0.000101	0.054244	0.000117	0.054244	0.054244	0.054244	0.00861	0.054244	0.054244	0	0.025193	0.013641	0.054244	0.054244
H200	0.000863	0.136154	0.136154	0.018538	0.136154	0.100185	0.136154	0.116793	0.00074	0.085939	0.136154	0.136154	0.116793	0.136154	0.002165	0.100185	0.136154	0.136154	0.136154	0.136154	0.136154	0.136154	0.100185	0.116793	0.136154	0.136154	0.136154	0.085939	0.116793	0.136154	0.005434	0.100185	0.136154	0.116793	0.039914	0.136154	0.136154	0.100185	0.136154	0.136154	0.136154	0.136154	0.136154	0.116793	0.136154	0.116793	0.136154	0.136154	0.136154	0.568077	0.136154	0.136154	0.116793	0.015902	0.116793	0.000009	0.100185	0.136154	0.054244	0.100185	0.116793	0.136154	0.136154	0.136154	0.136154	0.136154	0.136154	0.136154	0.136154	0.234743	0.193077	0.234743	0.225063	0.125797	0.216759	0.234743	0.193077	0.234743	0.234743	0.225063	0.234743	0.234743	0.234743	0.225063	0.209636	0.116793	0.189932	0.085939	0.225063	0.203526	0.234743	0.225063	0.198284	0.225063	0.100185	0.136154	0.136154	0.136154	0.158396	0.100185	0.225063	0.136154	0.000001	0.04653	0.116793	0.186623	0.189932	0.225063	0.216759	0.234743	0.234743	0.234743	0.167098	0.168997	0.234743	0.234743	0.209636	0.225063	0.234743	0.234743	0.193077	0.186623	0.000001	0.225063	0.174617	0.168138	0.234743	0.193788	0.225063	0.216759	0.225063	0.177472	0.193788	0.225063	0.168997	0.225063	0.234743	0.234743	0.225063	0.234743	0.225063	0.234743	0.116793	0.136154	0.234743	0.234743	0.171685	0.167749	0.234743	0.234743	0.234743	0.189932	0.216759	0.173487	0.531618	0.136154	0.013641	0.558396	0.531618	0.568077	0.234743	0.216759	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.234743	0.225063	0.225063	0.193788	0.225063	0.234743	0.209636	0.181351	0.216759	0.198284	0.234743	0.234743	0.234743	0.234743	0.234743	0.216759	0.186623	0.198284	0.234743	0.234743	0.225063	0.225063	0.234743	0.234743	0.171685	1	0.568077	0.550093	0.527122	0.568077	0.234743	0.568077	0	0.168077	0.193788	0.168077	0.085939	0.136154	0.063236	0.136154	0.085939	0.000253	0.136154	0.000295	0.136154	0.136154	0.136154	0.021611	0.136154	0.136154	0	0.063236	0.034238	0.136154	0.136154
H201	0.004662	0.735824	0.735824	0.100185	0.735824	0.541436	0.735824	0.631191	0.003999	0.464445	0.735824	0.735824	0.631191	0.735824	0.011701	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.541436	0.631191	0.735824	0.735824	0.735824	0.464445	0.631191	0.735824	0.02937	0.541436	0.735824	0.631191	0.215709	0.735824	0.735824	0.541436	0.735824	0.735824	0.735824	0.735824	0.735824	0.631191	0.735824	0.631191	0.735824	0.735824	0.735824	0.867912	0.735824	0.735824	0.631191	0.085939	0.631191	0.000047	0.541436	0.735824	0.293153	0.541436	0.631191	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.735824	0.534578	0.492912	0.534578	0.482262	0.129305	0.437385	0.534578	0.492912	0.534578	0.534578	0.482262	0.534578	0.534578	0.534578	0.482262	0.398889	0.631191	0.2924	0.464445	0.482262	0.365867	0.534578	0.482262	0.337541	0.482262	0.541436	0.735824	0.735824	0.735824	0.415595	0.541436	0.482262	0.735824	0.000004	0.251467	0.631191	0.274521	0.2924	0.482262	0.437385	0.534578	0.534578	0.534578	0.168997	0.179263	0.534578	0.534578	0.398889	0.482262	0.534578	0.534578	0.492912	0.274521	0.000003	0.482262	0.209636	0.174617	0.534578	0.313243	0.482262	0.437385	0.482262	0.225063	0.313243	0.482262	0.179263	0.482262	0.534578	0.534578	0.482262	0.534578	0.482262	0.534578	0.631191	0.735824	0.534578	0.534578	0.193788	0.172517	0.534578	0.534578	0.534578	0.2924	0.437385	0.203526	0.670875	0.735824	0.073718	0.815595	0.670875	0.867912	0.534578	0.437385	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.534578	0.482262	0.482262	0.313243	0.482262	0.534578	0.398889	0.246028	0.437385	0.337541	0.534578	0.534578	0.534578	0.534578	0.534578	0.437385	0.274521	0.337541	0.534578	0.534578	0.482262	0.482262	0.534578	0.534578	0.193788	0.568077	1	0.770718	0.646577	0.867912	0.534578	0.867912	0	0.467912	0.313243	0.467912	0.464445	0.735824	0.34175	0.735824	0.464445	0.001367	0.735824	0.001593	0.735824	0.735824	0.735824	0.116793	0.735824	0.735824	0	0.34175	0.185036	0.735824	0.735824
H202	0.00343	0.541436	0.541436	0.073718	0.541436	0.398402	0.541436	0.464445	0.002942	0.34175	0.541436	0.541436	0.464445	0.541436	0.00861	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.398402	0.464445	0.541436	0.541436	0.541436	0.34175	0.464445	0.541436	0.021611	0.398402	0.541436	0.464445	0.158724	0.541436	0.541436	0.398402	0.541436	0.541436	0.541436	0.541436	0.541436	0.464445	0.541436	0.464445	0.541436	0.541436	0.541436	0.770718	0.541436	0.541436	0.464445	0.063236	0.464445	0.000034	0.398402	0.541436	0.215709	0.398402	0.464445	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.541436	0.437385	0.395718	0.437385	0.398889	0.128168	0.365867	0.437385	0.395718	0.437385	0.437385	0.398889	0.437385	0.437385	0.437385	0.398889	0.337541	0.464445	0.259184	0.34175	0.398889	0.313243	0.437385	0.398889	0.2924	0.398889	0.398402	0.541436	0.541436	0.541436	0.332222	0.398402	0.398889	0.541436	0.000003	0.185036	0.464445	0.246028	0.259184	0.398889	0.365867	0.437385	0.437385	0.437385	0.168382	0.175935	0.437385	0.437385	0.337541	0.398889	0.437385	0.437385	0.395718	0.246028	0.000003	0.398889	0.198284	0.172517	0.437385	0.274521	0.398889	0.365867	0.398889	0.209636	0.274521	0.398889	0.175935	0.398889	0.437385	0.437385	0.398889	0.437385	0.398889	0.437385	0.464445	0.541436	0.437385	0.437385	0.186623	0.170971	0.437385	0.437385	0.437385	0.259184	0.365867	0.193788	0.625734	0.541436	0.054244	0.732222	0.625734	0.770718	0.437385	0.365867	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.437385	0.398889	0.398889	0.274521	0.398889	0.437385	0.337541	0.225063	0.365867	0.2924	0.437385	0.437385	0.437385	0.437385	0.437385	0.365867	0.246028	0.2924	0.437385	0.437385	0.398889	0.398889	0.437385	0.437385	0.186623	0.550093	0.770718	1	0.607855	0.770718	0.437385	0.770718	0	0.370718	0.274521	0.370718	0.34175	0.541436	0.251467	0.541436	0.34175	0.001006	0.541436	0.001172	0.541436	0.541436	0.541436	0.085939	0.541436	0.541436	0	0.251467	0.136154	0.541436	0.541436
H203	0.001857	0.293153	0.293153	0.039914	0.293153	0.215709	0.293153	0.251467	0.001593	0.185036	0.293153	0.293153	0.251467	0.293153	0.004662	0.215709	0.293153	0.293153	0.293153	0.293153	0.293153	0.293153	0.215709	0.251467	0.293153	0.293153	0.293153	0.185036	0.251467	0.293153	0.011701	0.215709	0.293153	0.251467	0.085939	0.293153	0.293153	0.215709	0.293153	0.293153	0.293153	0.293153	0.293153	0.251467	0.293153	0.251467	0.293153	0.293153	0.293153	0.646577	0.293153	0.293153	0.251467	0.034238	0.251467	0.000019	0.215709	0.293153	0.116793	0.215709	0.251467	0.293153	0.293153	0.293153	0.293153	0.293153	0.293153	0.293153	0.293153	0.313243	0.271577	0.313243	0.2924	0.126715	0.274521	0.313243	0.271577	0.313243	0.313243	0.2924	0.313243	0.313243	0.313243	0.2924	0.259184	0.251467	0.216759	0.185036	0.2924	0.246028	0.313243	0.2924	0.234743	0.2924	0.215709	0.293153	0.293153	0.293153	0.225734	0.215709	0.2924	0.293153	0.000002	0.100185	0.251467	0.209636	0.216759	0.2924	0.274521	0.313243	0.313243	0.313243	0.167595	0.171685	0.313243	0.313243	0.259184	0.2924	0.313243	0.313243	0.271577	0.209636	0.000001	0.2924	0.183786	0.169834	0.313243	0.225063	0.2924	0.274521	0.2924	0.189932	0.225063	0.2924	0.171685	0.2924	0.313243	0.313243	0.2924	0.313243	0.2924	0.313243	0.251467	0.293153	0.313243	0.313243	0.177472	0.168997	0.313243	0.313243	0.313243	0.216759	0.274521	0.181351	0.568077	0.293153	0.02937	0.625734	0.568077	0.646577	0.313243	0.274521	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.313243	0.2924	0.2924	0.225063	0.2924	0.313243	0.259184	0.198284	0.274521	0.234743	0.313243	0.313243	0.313243	0.313243	0.313243	0.274521	0.209636	0.234743	0.313243	0.313243	0.2924	0.2924	0.313243	0.313243	0.177472	0.527122	0.646577	0.607855	1	0.646577	0.313243	0.646577	0	0.246577	0.225063	0.246577	0.185036	0.293153	0.136154	0.293153	0.185036	0.000544	0.293153	0.000635	0.293153	0.293153	0.293153	0.04653	0.293153	0.293153	0	0.136154	0.073718	0.293153	0.293153
